Source;Target;Type;Weight
3;18;Undirected;0.259428
3;19;Undirected;0.259428
3;20;Undirected;0.259428
3;21;Undirected;0.259428
3;22;Undirected;0.259428
3;23;Undirected;0.259428
3;24;Undirected;0.259428
3;25;Undirected;0.259428
3;26;Undirected;0.259428
3;27;Undirected;0.259428
3;28;Undirected;0.259428
3;29;Undirected;0.259428
3;30;Undirected;0.259428
3;31;Undirected;0.259428
3;32;Undirected;0.259428
3;33;Undirected;0.259428
3;34;Undirected;0.259428
3;35;Undirected;0.259428
3;36;Undirected;0.259428
3;37;Undirected;0.259428
3;38;Undirected;0.259428
3;39;Undirected;0.259428
3;40;Undirected;0.259428
3;41;Undirected;0.259428
3;42;Undirected;0.259428
3;43;Undirected;0.259428
3;44;Undirected;0.259428
3;45;Undirected;0.259428
3;46;Undirected;0.259428
3;47;Undirected;0.259428
3;48;Undirected;0.259428
3;49;Undirected;0.259428
3;50;Undirected;0.259428
3;51;Undirected;0.259428
3;52;Undirected;0.259428
3;53;Undirected;0.259428
3;54;Undirected;0.259428
3;55;Undirected;0.259428
3;56;Undirected;0.259428
3;57;Undirected;0.259428
3;58;Undirected;0.259428
3;59;Undirected;0.259428
3;60;Undirected;0.259428
3;61;Undirected;0.259428
3;62;Undirected;0.259428
3;63;Undirected;0.259428
3;64;Undirected;0.259428
3;65;Undirected;0.259428
3;66;Undirected;0.259428
3;67;Undirected;0.259428
3;68;Undirected;0.259428
3;69;Undirected;0.259428
3;70;Undirected;0.259428
3;71;Undirected;0.259428
3;72;Undirected;0.259428
3;73;Undirected;0.259428
3;74;Undirected;0.259428
3;75;Undirected;0.259428
3;76;Undirected;0.259428
3;77;Undirected;0.259428
4;5;Undirected;0.751809
4;6;Undirected;0.129512
4;7;Undirected;0.259428
4;8;Undirected;0.259428
4;9;Undirected;0.259428
4;10;Undirected;0.259428
4;11;Undirected;0.259428
4;12;Undirected;0.259428
4;13;Undirected;0.259428
4;14;Undirected;0.259428
4;15;Undirected;0.259428
4;16;Undirected;0.259428
4;17;Undirected;0.259428
4;18;Undirected;0.259428
4;19;Undirected;0.259428
4;20;Undirected;0.259428
4;21;Undirected;0.259428
4;22;Undirected;0.259428
4;23;Undirected;0.259428
4;24;Undirected;0.259428
4;25;Undirected;0.259428
4;26;Undirected;0.259428
4;27;Undirected;0.259428
4;28;Undirected;0.259428
4;29;Undirected;0.259428
4;30;Undirected;0.259428
4;31;Undirected;0.259428
4;32;Undirected;0.259428
4;33;Undirected;0.259428
4;34;Undirected;0.259428
4;35;Undirected;0.259428
4;36;Undirected;0.259428
4;37;Undirected;0.259428
4;38;Undirected;0.259428
4;39;Undirected;0.259428
4;40;Undirected;0.259428
4;41;Undirected;0.259428
4;42;Undirected;0.259428
4;43;Undirected;0.259428
4;44;Undirected;0.259428
4;45;Undirected;0.259428
4;46;Undirected;0.259428
4;47;Undirected;0.259428
4;48;Undirected;0.259428
4;49;Undirected;0.259428
4;50;Undirected;0.259428
4;51;Undirected;0.259428
4;52;Undirected;0.259428
4;53;Undirected;0.259428
4;54;Undirected;0.259428
4;55;Undirected;0.259428
4;56;Undirected;0.259428
4;57;Undirected;0.259428
4;58;Undirected;0.259428
4;59;Undirected;0.259428
4;60;Undirected;0.259428
4;61;Undirected;0.259428
4;62;Undirected;0.259428
4;63;Undirected;0.259428
4;64;Undirected;0.259428
4;65;Undirected;0.259428
4;66;Undirected;0.259428
4;67;Undirected;0.259428
4;68;Undirected;0.259428
4;69;Undirected;0.259428
4;70;Undirected;0.259428
4;71;Undirected;0.259428
4;72;Undirected;0.259428
4;73;Undirected;0.259428
4;74;Undirected;0.259428
4;75;Undirected;0.259428
4;76;Undirected;0.259428
4;77;Undirected;0.259428
5;6;Undirected;0.042827
5;7;Undirected;0.259428
5;8;Undirected;0.259428
5;9;Undirected;0.259428
5;10;Undirected;0.259428
5;11;Undirected;0.259428
5;12;Undirected;0.259428
5;13;Undirected;0.259428
5;14;Undirected;0.259428
5;15;Undirected;0.259428
5;16;Undirected;0.259428
5;17;Undirected;0.259428
5;18;Undirected;0.259428
5;19;Undirected;0.259428
5;20;Undirected;0.259428
5;21;Undirected;0.259428
5;22;Undirected;0.259428
5;23;Undirected;0.259428
5;24;Undirected;0.259428
5;25;Undirected;0.259428
5;26;Undirected;0.259428
5;27;Undirected;0.259428
5;28;Undirected;0.259428
5;29;Undirected;0.259428
5;30;Undirected;0.259428
5;31;Undirected;0.259428
5;32;Undirected;0.259428
5;33;Undirected;0.259428
5;34;Undirected;0.259428
5;35;Undirected;0.259428
5;36;Undirected;0.259428
5;37;Undirected;0.259428
5;38;Undirected;0.259428
5;39;Undirected;0.259428
5;40;Undirected;0.259428
5;41;Undirected;0.259428
5;42;Undirected;0.259428
5;43;Undirected;0.259428
5;44;Undirected;0.259428
5;45;Undirected;0.259428
5;46;Undirected;0.259428
5;47;Undirected;0.259428
5;48;Undirected;0.259428
5;49;Undirected;0.259428
5;50;Undirected;0.259428
5;51;Undirected;0.259428
5;52;Undirected;0.259428
5;53;Undirected;0.259428
5;54;Undirected;0.259428
5;55;Undirected;0.259428
5;56;Undirected;0.259428
5;57;Undirected;0.259428
5;58;Undirected;0.259428
5;59;Undirected;0.259428
5;60;Undirected;0.259428
5;61;Undirected;0.259428
5;62;Undirected;0.259428
5;63;Undirected;0.259428
5;64;Undirected;0.259428
5;65;Undirected;0.259428
5;66;Undirected;0.259428
5;67;Undirected;0.259428
5;68;Undirected;0.259428
5;69;Undirected;0.259428
5;70;Undirected;0.259428
5;71;Undirected;0.259428
5;72;Undirected;0.259428
5;73;Undirected;0.259428
5;74;Undirected;0.259428
5;75;Undirected;0.259428
5;76;Undirected;0.259428
5;77;Undirected;0.259428
6;7;Undirected;0.177267
6;8;Undirected;0.259428
6;9;Undirected;0.259428
6;10;Undirected;0.259428
6;11;Undirected;0.259428
6;12;Undirected;0.259428
6;13;Undirected;0.259428
6;14;Undirected;0.259428
6;15;Undirected;0.259428
6;16;Undirected;0.259428
6;17;Undirected;0.259428
6;18;Undirected;0.259428
6;19;Undirected;0.259428
6;20;Undirected;0.259428
6;21;Undirected;0.259428
6;22;Undirected;0.259428
6;23;Undirected;0.259428
6;24;Undirected;0.259428
6;25;Undirected;0.259428
6;26;Undirected;0.259428
6;27;Undirected;0.259428
6;28;Undirected;0.259428
6;29;Undirected;0.259428
6;30;Undirected;0.259428
6;31;Undirected;0.259428
6;32;Undirected;0.259428
6;33;Undirected;0.259428
6;34;Undirected;0.259428
6;35;Undirected;0.259428
6;36;Undirected;0.259428
6;37;Undirected;0.259428
6;38;Undirected;0.259428
6;39;Undirected;0.259428
6;40;Undirected;0.259428
6;41;Undirected;0.259428
6;42;Undirected;0.259428
6;43;Undirected;0.259428
6;44;Undirected;0.259428
6;45;Undirected;0.259428
6;46;Undirected;0.259428
6;47;Undirected;0.259428
6;48;Undirected;0.259428
6;49;Undirected;0.259428
6;50;Undirected;0.259428
6;51;Undirected;0.259428
6;52;Undirected;0.259428
6;53;Undirected;0.259428
6;54;Undirected;0.259428
6;55;Undirected;0.259428
6;56;Undirected;0.259428
6;57;Undirected;0.259428
6;58;Undirected;0.259428
6;59;Undirected;0.259428
6;60;Undirected;0.259428
6;61;Undirected;0.259428
6;62;Undirected;0.259428
6;63;Undirected;0.259428
6;64;Undirected;0.259428
6;65;Undirected;0.259428
6;66;Undirected;0.259428
6;67;Undirected;0.259428
6;68;Undirected;0.259428
6;69;Undirected;0.259428
6;70;Undirected;0.259428
6;71;Undirected;0.259428
6;72;Undirected;0.259428
6;73;Undirected;0.259428
6;74;Undirected;0.259428
6;75;Undirected;0.259428
6;76;Undirected;0.259428
6;77;Undirected;0.259428
7;8;Undirected;0.259428
7;9;Undirected;0.259428
7;10;Undirected;0.259428
7;11;Undirected;0.259428
7;12;Undirected;0.259428
7;13;Undirected;0.259428
7;14;Undirected;0.259428
7;15;Undirected;0.259428
7;16;Undirected;0.259428
7;17;Undirected;0.259428
7;18;Undirected;0.259428
7;19;Undirected;0.259428
7;20;Undirected;0.259428
7;21;Undirected;0.259428
7;22;Undirected;0.259428
7;23;Undirected;0.259428
7;24;Undirected;0.259428
7;25;Undirected;0.259428
7;26;Undirected;0.259428
7;27;Undirected;0.259428
7;28;Undirected;0.259428
7;29;Undirected;0.259428
7;30;Undirected;0.259428
7;31;Undirected;0.259428
7;32;Undirected;0.259428
7;33;Undirected;0.259428
7;34;Undirected;0.259428
7;35;Undirected;0.259428
7;36;Undirected;0.259428
7;37;Undirected;0.259428
7;38;Undirected;0.259428
7;39;Undirected;0.259428
7;40;Undirected;0.259428
7;41;Undirected;0.259428
7;42;Undirected;0.259428
7;43;Undirected;0.259428
7;44;Undirected;0.259428
7;45;Undirected;0.259428
7;46;Undirected;0.259428
7;47;Undirected;0.259428
7;48;Undirected;0.259428
7;49;Undirected;0.259428
7;50;Undirected;0.259428
7;51;Undirected;0.259428
7;52;Undirected;0.259428
7;53;Undirected;0.259428
7;54;Undirected;0.259428
7;55;Undirected;0.259428
7;56;Undirected;0.259428
7;57;Undirected;0.259428
7;58;Undirected;0.259428
7;59;Undirected;0.259428
7;60;Undirected;0.259428
7;61;Undirected;0.259428
7;62;Undirected;0.259428
7;63;Undirected;0.259428
7;64;Undirected;0.259428
7;65;Undirected;0.259428
7;66;Undirected;0.259428
7;67;Undirected;0.259428
7;68;Undirected;0.259428
7;69;Undirected;0.259428
7;70;Undirected;0.259428
7;71;Undirected;0.259428
7;72;Undirected;0.259428
7;73;Undirected;0.259428
7;74;Undirected;0.259428
7;75;Undirected;0.259428
7;76;Undirected;0.259428
7;77;Undirected;0.259428
8;9;Undirected;0.547680
8;10;Undirected;0.259428
8;11;Undirected;0.259428
8;12;Undirected;0.259428
8;13;Undirected;0.259428
8;14;Undirected;0.259428
8;15;Undirected;0.259428
8;16;Undirected;0.259428
8;17;Undirected;0.259428
8;18;Undirected;0.259428
8;19;Undirected;0.259428
8;20;Undirected;0.259428
8;21;Undirected;0.259428
8;22;Undirected;0.259428
8;23;Undirected;0.259428
8;24;Undirected;0.259428
8;25;Undirected;0.259428
8;26;Undirected;0.259428
8;27;Undirected;0.259428
8;28;Undirected;0.259428
8;29;Undirected;0.259428
8;30;Undirected;0.259428
8;31;Undirected;0.259428
8;32;Undirected;0.259428
8;33;Undirected;0.259428
8;34;Undirected;0.259428
8;35;Undirected;0.259428
8;36;Undirected;0.259428
8;37;Undirected;0.259428
8;38;Undirected;0.259428
8;39;Undirected;0.259428
8;40;Undirected;0.259428
8;41;Undirected;0.259428
8;42;Undirected;0.259428
8;43;Undirected;0.259428
8;44;Undirected;0.259428
8;45;Undirected;0.259428
8;46;Undirected;0.259428
8;47;Undirected;0.259428
8;48;Undirected;0.259428
8;49;Undirected;0.259428
8;50;Undirected;0.259428
8;51;Undirected;0.259428
8;52;Undirected;0.259428
8;53;Undirected;0.259428
8;54;Undirected;0.259428
8;55;Undirected;0.259428
8;56;Undirected;0.259428
8;57;Undirected;0.259428
8;58;Undirected;0.259428
8;59;Undirected;0.259428
8;60;Undirected;0.259428
8;61;Undirected;0.259428
8;62;Undirected;0.259428
8;63;Undirected;0.259428
8;64;Undirected;0.259428
8;65;Undirected;0.259428
8;66;Undirected;0.259428
8;67;Undirected;0.259428
8;68;Undirected;0.259428
8;69;Undirected;0.259428
8;70;Undirected;0.259428
8;71;Undirected;0.259428
8;72;Undirected;0.259428
8;73;Undirected;0.259428
8;74;Undirected;0.259428
8;75;Undirected;0.259428
8;76;Undirected;0.259428
8;77;Undirected;0.259428
9;10;Undirected;0.259428
9;11;Undirected;0.259428
9;12;Undirected;0.259428
9;13;Undirected;0.259428
9;14;Undirected;0.259428
9;15;Undirected;0.259428
9;16;Undirected;0.259428
9;17;Undirected;0.259428
9;18;Undirected;0.259428
9;19;Undirected;0.259428
9;20;Undirected;0.259428
9;21;Undirected;0.259428
9;22;Undirected;0.259428
9;23;Undirected;0.259428
9;24;Undirected;0.259428
9;25;Undirected;0.259428
9;26;Undirected;0.259428
9;27;Undirected;0.259428
9;28;Undirected;0.259428
9;29;Undirected;0.259428
9;30;Undirected;0.259428
9;31;Undirected;0.259428
9;32;Undirected;0.259428
9;33;Undirected;0.259428
9;34;Undirected;0.259428
9;35;Undirected;0.259428
9;36;Undirected;0.259428
9;37;Undirected;0.259428
9;38;Undirected;0.259428
9;39;Undirected;0.259428
9;40;Undirected;0.259428
9;41;Undirected;0.259428
9;42;Undirected;0.259428
9;43;Undirected;0.259428
9;44;Undirected;0.259428
9;45;Undirected;0.259428
9;46;Undirected;0.259428
9;47;Undirected;0.259428
9;48;Undirected;0.259428
9;49;Undirected;0.259428
9;50;Undirected;0.259428
9;51;Undirected;0.259428
9;52;Undirected;0.259428
9;53;Undirected;0.259428
9;54;Undirected;0.259428
9;55;Undirected;0.259428
9;56;Undirected;0.259428
9;57;Undirected;0.259428
9;58;Undirected;0.259428
9;59;Undirected;0.259428
9;60;Undirected;0.259428
9;61;Undirected;0.259428
9;62;Undirected;0.259428
9;63;Undirected;0.259428
9;64;Undirected;0.259428
9;65;Undirected;0.259428
9;66;Undirected;0.259428
9;67;Undirected;0.259428
9;68;Undirected;0.259428
9;69;Undirected;0.259428
9;70;Undirected;0.259428
9;71;Undirected;0.259428
9;72;Undirected;0.259428
9;73;Undirected;0.259428
9;74;Undirected;0.259428
9;75;Undirected;0.259428
9;76;Undirected;0.259428
9;77;Undirected;0.259428
10;11;Undirected;0.259428
10;12;Undirected;0.259428
10;13;Undirected;0.259428
10;14;Undirected;0.259428
10;15;Undirected;0.259428
10;16;Undirected;0.259428
10;17;Undirected;0.259428
10;18;Undirected;0.259428
10;19;Undirected;0.259428
10;20;Undirected;0.259428
10;21;Undirected;0.259428
10;22;Undirected;0.259428
10;23;Undirected;0.259428
10;24;Undirected;0.259428
10;25;Undirected;0.259428
10;26;Undirected;0.259428
10;27;Undirected;0.259428
10;28;Undirected;0.259428
10;29;Undirected;0.259428
10;30;Undirected;0.259428
10;31;Undirected;0.259428
10;32;Undirected;0.259428
10;33;Undirected;0.259428
10;34;Undirected;0.259428
10;35;Undirected;0.259428
10;36;Undirected;0.259428
10;37;Undirected;0.259428
10;38;Undirected;0.259428
10;39;Undirected;0.259428
10;40;Undirected;0.259428
10;41;Undirected;0.259428
10;42;Undirected;0.259428
10;43;Undirected;0.259428
10;44;Undirected;0.259428
10;45;Undirected;0.259428
10;46;Undirected;0.259428
10;47;Undirected;0.259428
10;48;Undirected;0.259428
10;49;Undirected;0.259428
10;50;Undirected;0.259428
10;51;Undirected;0.259428
10;52;Undirected;0.259428
10;53;Undirected;0.259428
10;54;Undirected;0.259428
10;55;Undirected;0.259428
10;56;Undirected;0.259428
10;57;Undirected;0.259428
10;58;Undirected;0.259428
10;59;Undirected;0.259428
10;60;Undirected;0.259428
10;61;Undirected;0.259428
10;62;Undirected;0.259428
10;63;Undirected;0.259428
10;64;Undirected;0.259428
10;65;Undirected;0.259428
10;66;Undirected;0.259428
10;67;Undirected;0.259428
10;68;Undirected;0.259428
10;69;Undirected;0.259428
10;70;Undirected;0.259428
10;71;Undirected;0.259428
10;72;Undirected;0.259428
10;73;Undirected;0.259428
10;74;Undirected;0.259428
10;75;Undirected;0.259428
10;76;Undirected;0.259428
10;77;Undirected;0.259428
11;12;Undirected;0.259428
11;13;Undirected;0.259428
11;14;Undirected;0.259428
11;15;Undirected;0.259428
11;16;Undirected;0.259428
11;17;Undirected;0.259428
11;18;Undirected;0.259428
11;19;Undirected;0.259428
11;20;Undirected;0.259428
11;21;Undirected;0.259428
11;22;Undirected;0.259428
11;23;Undirected;0.259428
11;24;Undirected;0.259428
11;25;Undirected;0.259428
11;26;Undirected;0.259428
11;27;Undirected;0.259428
11;28;Undirected;0.259428
11;29;Undirected;0.259428
11;30;Undirected;0.259428
11;31;Undirected;0.259428
11;32;Undirected;0.259428
11;33;Undirected;0.259428
11;34;Undirected;0.259428
11;35;Undirected;0.259428
11;36;Undirected;0.259428
11;37;Undirected;0.259428
11;38;Undirected;0.259428
11;39;Undirected;0.259428
11;40;Undirected;0.259428
11;41;Undirected;0.259428
11;42;Undirected;0.259428
11;43;Undirected;0.259428
11;44;Undirected;0.259428
11;45;Undirected;0.259428
11;46;Undirected;0.259428
11;47;Undirected;0.259428
11;48;Undirected;0.259428
11;49;Undirected;0.259428
11;50;Undirected;0.259428
11;51;Undirected;0.259428
11;52;Undirected;0.259428
11;53;Undirected;0.259428
11;54;Undirected;0.259428
11;55;Undirected;0.259428
11;56;Undirected;0.259428
11;57;Undirected;0.259428
11;58;Undirected;0.259428
11;59;Undirected;0.259428
11;60;Undirected;0.259428
11;61;Undirected;0.259428
11;62;Undirected;0.259428
11;63;Undirected;0.259428
11;64;Undirected;0.259428
11;65;Undirected;0.259428
11;66;Undirected;0.259428
11;67;Undirected;0.259428
11;68;Undirected;0.259428
11;69;Undirected;0.259428
11;70;Undirected;0.259428
11;71;Undirected;0.259428
11;72;Undirected;0.259428
11;73;Undirected;0.259428
11;74;Undirected;0.259428
11;75;Undirected;0.259428
11;76;Undirected;0.259428
11;77;Undirected;0.259428
12;13;Undirected;0.975646
12;14;Undirected;0.434772
12;15;Undirected;0.259428
12;16;Undirected;0.259428
12;17;Undirected;0.259428
12;18;Undirected;0.259428
12;19;Undirected;0.259428
12;20;Undirected;0.259428
12;21;Undirected;0.259428
12;22;Undirected;0.259428
12;23;Undirected;0.259428
12;24;Undirected;0.259428
12;25;Undirected;0.259428
12;26;Undirected;0.259428
12;27;Undirected;0.259428
12;28;Undirected;0.259428
12;29;Undirected;0.259428
12;30;Undirected;0.259428
12;31;Undirected;0.259428
12;32;Undirected;0.259428
12;33;Undirected;0.259428
12;34;Undirected;0.259428
12;35;Undirected;0.259428
12;36;Undirected;0.259428
12;37;Undirected;0.259428
12;38;Undirected;0.259428
12;39;Undirected;0.259428
12;40;Undirected;0.259428
12;41;Undirected;0.259428
12;42;Undirected;0.259428
12;43;Undirected;0.259428
12;44;Undirected;0.259428
12;45;Undirected;0.259428
12;46;Undirected;0.259428
12;47;Undirected;0.259428
12;48;Undirected;0.259428
12;49;Undirected;0.259428
12;50;Undirected;0.259428
12;51;Undirected;0.259428
12;52;Undirected;0.259428
12;53;Undirected;0.259428
12;54;Undirected;0.259428
12;55;Undirected;0.259428
12;56;Undirected;0.259428
12;57;Undirected;0.259428
12;58;Undirected;0.259428
12;59;Undirected;0.259428
12;60;Undirected;0.259428
12;61;Undirected;0.259428
12;62;Undirected;0.259428
12;63;Undirected;0.259428
12;64;Undirected;0.259428
12;65;Undirected;0.259428
12;66;Undirected;0.259428
12;67;Undirected;0.259428
12;68;Undirected;0.259428
12;69;Undirected;0.259428
12;70;Undirected;0.259428
12;71;Undirected;0.259428
12;72;Undirected;0.259428
12;73;Undirected;0.259428
12;74;Undirected;0.259428
12;75;Undirected;0.259428
12;76;Undirected;0.259428
12;77;Undirected;0.259428
13;14;Undirected;0.406070
13;15;Undirected;0.259428
13;16;Undirected;0.259428
13;17;Undirected;0.259428
13;18;Undirected;0.259428
13;19;Undirected;0.259428
13;20;Undirected;0.259428
13;21;Undirected;0.259428
13;22;Undirected;0.259428
13;23;Undirected;0.259428
13;24;Undirected;0.259428
13;25;Undirected;0.259428
13;26;Undirected;0.259428
13;27;Undirected;0.259428
13;28;Undirected;0.259428
13;29;Undirected;0.259428
13;30;Undirected;0.259428
13;31;Undirected;0.259428
13;32;Undirected;0.259428
13;33;Undirected;0.259428
13;34;Undirected;0.259428
13;35;Undirected;0.259428
13;36;Undirected;0.259428
13;37;Undirected;0.259428
13;38;Undirected;0.259428
13;39;Undirected;0.259428
13;40;Undirected;0.259428
13;41;Undirected;0.259428
13;42;Undirected;0.259428
13;43;Undirected;0.259428
13;44;Undirected;0.259428
13;45;Undirected;0.259428
13;46;Undirected;0.259428
13;47;Undirected;0.259428
13;48;Undirected;0.259428
13;49;Undirected;0.259428
13;50;Undirected;0.259428
13;51;Undirected;0.259428
13;52;Undirected;0.259428
13;53;Undirected;0.259428
13;54;Undirected;0.259428
13;55;Undirected;0.259428
13;56;Undirected;0.259428
13;57;Undirected;0.259428
13;58;Undirected;0.259428
13;59;Undirected;0.259428
13;60;Undirected;0.259428
13;61;Undirected;0.259428
13;62;Undirected;0.259428
13;63;Undirected;0.259428
13;64;Undirected;0.259428
13;65;Undirected;0.259428
13;66;Undirected;0.259428
13;67;Undirected;0.259428
13;68;Undirected;0.259428
13;69;Undirected;0.259428
13;70;Undirected;0.259428
13;71;Undirected;0.259428
13;72;Undirected;0.259428
13;73;Undirected;0.259428
13;74;Undirected;0.259428
13;75;Undirected;0.259428
13;76;Undirected;0.259428
13;77;Undirected;0.259428
14;15;Undirected;0.248688
14;16;Undirected;0.380078
14;17;Undirected;0.262253
14;18;Undirected;0.259428
14;19;Undirected;0.259428
14;20;Undirected;0.259428
14;21;Undirected;0.259428
14;22;Undirected;0.259428
14;23;Undirected;0.259428
14;24;Undirected;0.259428
14;25;Undirected;0.259428
14;26;Undirected;0.259428
14;27;Undirected;0.259428
14;28;Undirected;0.259428
14;29;Undirected;0.259428
14;30;Undirected;0.259428
14;31;Undirected;0.259428
14;32;Undirected;0.259428
14;33;Undirected;0.259428
14;34;Undirected;0.259428
14;35;Undirected;0.259428
14;36;Undirected;0.259428
14;37;Undirected;0.259428
14;38;Undirected;0.259428
14;39;Undirected;0.259428
14;40;Undirected;0.259428
14;41;Undirected;0.259428
14;42;Undirected;0.259428
14;43;Undirected;0.259428
14;44;Undirected;0.259428
14;45;Undirected;0.259428
14;46;Undirected;0.259428
14;47;Undirected;0.259428
14;48;Undirected;0.259428
14;49;Undirected;0.259428
14;50;Undirected;0.259428
14;51;Undirected;0.259428
14;52;Undirected;0.259428
14;53;Undirected;0.259428
14;54;Undirected;0.259428
14;55;Undirected;0.259428
14;56;Undirected;0.259428
14;57;Undirected;0.259428
14;58;Undirected;0.259428
14;59;Undirected;0.259428
14;60;Undirected;0.259428
14;61;Undirected;0.259428
14;62;Undirected;0.259428
14;63;Undirected;0.259428
14;64;Undirected;0.259428
14;65;Undirected;0.259428
14;66;Undirected;0.259428
14;67;Undirected;0.259428
14;68;Undirected;0.259428
14;69;Undirected;0.259428
14;70;Undirected;0.259428
14;71;Undirected;0.259428
14;72;Undirected;0.259428
14;73;Undirected;0.259428
14;74;Undirected;0.259428
14;75;Undirected;0.259428
14;76;Undirected;0.259428
14;77;Undirected;0.259428
15;16;Undirected;0.104716
15;17;Undirected;0.259428
15;18;Undirected;0.259428
15;19;Undirected;0.259428
15;20;Undirected;0.259428
15;21;Undirected;0.259428
15;22;Undirected;0.259428
15;23;Undirected;0.259428
15;24;Undirected;0.259428
15;25;Undirected;0.259428
15;26;Undirected;0.259428
15;27;Undirected;0.259428
15;28;Undirected;0.259428
15;29;Undirected;0.259428
15;30;Undirected;0.259428
15;31;Undirected;0.259428
15;32;Undirected;0.259428
15;33;Undirected;0.259428
15;34;Undirected;0.259428
15;35;Undirected;0.259428
15;36;Undirected;0.259428
15;37;Undirected;0.259428
15;38;Undirected;0.259428
15;39;Undirected;0.259428
15;40;Undirected;0.259428
